year,season,area_group,length,observations
2009,B season,NMFS_AREA > 519,49,2356
2009,B season,NMFS_AREA > 519,50,2339
2009,B season,NMFS_AREA > 519,51,2202
2009,B season,NMFS_AREA > 519,52,2028
2009,B season,NMFS_AREA > 519,53,1736
2009,B season,NMFS_AREA > 519,54,1448
2009,B season,NMFS_AREA > 519,55,1205
2009,B season,NMFS_AREA > 519,56,897
2009,B season,NMFS_AREA > 519,57,717
2009,B season,NMFS_AREA > 519,58,536
2009,B season,NMFS_AREA > 519,59,369
2009,B season,NMFS_AREA > 519,60,275
2009,B season,NMFS_AREA > 519,61,192
2009,B season,NMFS_AREA > 519,62,150
2009,B season,NMFS_AREA > 519,63,102
2009,B season,NMFS_AREA > 519,64,72
2009,B season,NMFS_AREA > 519,65,178
2010,A season,NMFS_AREA < 520,23,1
2010,A season,NMFS_AREA < 520,24,2
2010,A season,NMFS_AREA < 520,25,10
2010,A season,NMFS_AREA < 520,26,14
2010,A season,NMFS_AREA < 520,27,10
2010,A season,NMFS_AREA < 520,28,24
2010,A season,NMFS_AREA < 520,29,22
2010,A season,NMFS_AREA < 520,30,13
2010,A season,NMFS_AREA < 520,31,13
2010,A season,NMFS_AREA < 520,32,17
2010,A season,NMFS_AREA < 520,33,25
2010,A season,NMFS_AREA < 520,34,37
2010,A season,NMFS_AREA < 520,35,72
2010,A season,NMFS_AREA < 520,36,148
2010,A season,NMFS_AREA < 520,37,208
2010,A season,NMFS_AREA < 520,38,293
2010,A season,NMFS_AREA < 520,39,353
2010,A season,NMFS_AREA < 520,40,410
2010,A season,NMFS_AREA < 520,41,458
2010,A season,NMFS_AREA < 520,42,522
2010,A season,NMFS_AREA < 520,43,564
2010,A season,NMFS_AREA < 520,44,589
2010,A season,NMFS_AREA < 520,45,617
2010,A season,NMFS_AREA < 520,46,642
2010,A season,NMFS_AREA < 520,47,698
2010,A season,NMFS_AREA < 520,48,797
2010,A season,NMFS_AREA < 520,49,921
2010,A season,NMFS_AREA < 520,50,1008
2010,A season,NMFS_AREA < 520,51,1139
2010,A season,NMFS_AREA < 520,52,1225
2010,A season,NMFS_AREA < 520,53,1322
2010,A season,NMFS_AREA < 520,54,1307
2010,A season,NMFS_AREA < 520,55,1323
2010,A season,NMFS_AREA < 520,56,1316
2010,A season,NMFS_AREA < 520,57,1255
2010,A season,NMFS_AREA < 520,58,1158
2010,A season,NMFS_AREA < 520,59,1051
2010,A season,NMFS_AREA < 520,60,972
2010,A season,NMFS_AREA < 520,61,897
2010,A season,NMFS_AREA < 520,62,728
2010,A season,NMFS_AREA < 520,63,654
2010,A season,NMFS_AREA < 520,64,524
2010,A season,NMFS_AREA < 520,65,2207
2010,A season,NMFS_AREA > 519,20,2
2010,A season,NMFS_AREA > 519,21,2
2010,A season,NMFS_AREA > 519,22,4
2010,A season,NMFS_AREA > 519,23,8
2010,A season,NMFS_AREA > 519,24,6
2010,A season,NMFS_AREA > 519,25,17
2010,A season,NMFS_AREA > 519,26,18
2010,A season,NMFS_AREA > 519,27,19
2010,A season,NMFS_AREA > 519,28,18
2010,A season,NMFS_AREA > 519,29,27
2010,A season,NMFS_AREA > 519,30,24
2010,A season,NMFS_AREA > 519,31,53
2010,A season,NMFS_AREA > 519,32,152
2010,A season,NMFS_AREA > 519,33,252
2010,A season,NMFS_AREA > 519,34,586
2010,A season,NMFS_AREA > 519,35,980
2010,A season,NMFS_AREA > 519,36,1515
2010,A season,NMFS_AREA > 519,37,2131
2010,A season,NMFS_AREA > 519,38,2404
2010,A season,NMFS_AREA > 519,39,2619
2010,A season,NMFS_AREA > 519,40,2567
2010,A season,NMFS_AREA > 519,41,2493
2010,A season,NMFS_AREA > 519,42,2229
2010,A season,NMFS_AREA > 519,43,2108
2010,A season,NMFS_AREA > 519,44,1757
2010,A season,NMFS_AREA > 519,45,1434
2010,A season,NMFS_AREA > 519,46,1154
2010,A season,NMFS_AREA > 519,47,1116
2010,A season,NMFS_AREA > 519,48,1087
2010,A season,NMFS_AREA > 519,49,1127
2010,A season,NMFS_AREA > 519,50,1221
2010,A season,NMFS_AREA > 519,51,1315
2010,A season,NMFS_AREA > 519,52,1278
2010,A season,NMFS_AREA > 519,53,1322
2010,A season,NMFS_AREA > 519,54,1160
2010,A season,NMFS_AREA > 519,55,1053
2010,A season,NMFS_AREA > 519,56,963
2010,A season,NMFS_AREA > 519,57,746
2010,A season,NMFS_AREA > 519,58,706
2010,A season,NMFS_AREA > 519,59,607
2010,A season,NMFS_AREA > 519,60,536
2010,A season,NMFS_AREA > 519,61,429
2010,A season,NMFS_AREA > 519,62,364
2010,A season,NMFS_AREA > 519,63,296
2010,A season,NMFS_AREA > 519,64,272
2010,A season,NMFS_AREA > 519,65,1048
2010,B season,NMFS_AREA < 520,22,1
2010,B season,NMFS_AREA < 520,25,1
2010,B season,NMFS_AREA < 520,26,1
2010,B season,NMFS_AREA < 520,27,1
2010,B season,NMFS_AREA < 520,28,4
2010,B season,NMFS_AREA < 520,29,5
2010,B season,NMFS_AREA < 520,30,10
2010,B season,NMFS_AREA < 520,31,27
2010,B season,NMFS_AREA < 520,32,42
2010,B season,NMFS_AREA < 520,33,52
2010,B season,NMFS_AREA < 520,34,52
2010,B season,NMFS_AREA < 520,35,60
2010,B season,NMFS_AREA < 520,36,72
2010,B season,NMFS_AREA < 520,37,105
2010,B season,NMFS_AREA < 520,38,183
2010,B season,NMFS_AREA < 520,39,356
2010,B season,NMFS_AREA < 520,40,619
2010,B season,NMFS_AREA < 520,41,912
2010,B season,NMFS_AREA < 520,42,1133
2010,B season,NMFS_AREA < 520,43,1269
2010,B season,NMFS_AREA < 520,44,1234
2010,B season,NMFS_AREA < 520,45,1283
2010,B season,NMFS_AREA < 520,46,1202
2010,B season,NMFS_AREA < 520,47,1134
2010,B season,NMFS_AREA < 520,48,1079
2010,B season,NMFS_AREA < 520,49,1015
2010,B season,NMFS_AREA < 520,50,897
2010,B season,NMFS_AREA < 520,51,857
2010,B season,NMFS_AREA < 520,52,806
2010,B season,NMFS_AREA < 520,53,819
2010,B season,NMFS_AREA < 520,54,800
2010,B season,NMFS_AREA < 520,55,897
2010,B season,NMFS_AREA < 520,56,918
2010,B season,NMFS_AREA < 520,57,969
2010,B season,NMFS_AREA < 520,58,963
2010,B season,NMFS_AREA < 520,59,930
2010,B season,NMFS_AREA < 520,60,935
2010,B season,NMFS_AREA < 520,61,889
2010,B season,NMFS_AREA < 520,62,713
2010,B season,NMFS_AREA < 520,63,692
2010,B season,NMFS_AREA < 520,64,606
2010,B season,NMFS_AREA < 520,65,2102
2010,B season,NMFS_AREA > 519,20,27
2010,B season,NMFS_AREA > 519,21,55
2010,B season,NMFS_AREA > 519,22,59
2010,B season,NMFS_AREA > 519,23,130
2010,B season,NMFS_AREA > 519,24,225
2010,B season,NMFS_AREA > 519,25,330
2010,B season,NMFS_AREA > 519,26,448
2010,B season,NMFS_AREA > 519,27,470
2010,B season,NMFS_AREA > 519,28,466
2010,B season,NMFS_AREA > 519,29,375
2010,B season,NMFS_AREA > 519,30,282
2010,B season,NMFS_AREA > 519,31,240
2010,B season,NMFS_AREA > 519,32,274
2010,B season,NMFS_AREA > 519,33,394
2010,B season,NMFS_AREA > 519,34,659
2010,B season,NMFS_AREA > 519,35,1011
2010,B season,NMFS_AREA > 519,36,1724
2010,B season,NMFS_AREA > 519,37,2603
2010,B season,NMFS_AREA > 519,38,3655
2010,B season,NMFS_AREA > 519,39,4472
2010,B season,NMFS_AREA > 519,40,4941
2010,B season,NMFS_AREA > 519,41,4919
2010,B season,NMFS_AREA > 519,42,4523
2010,B season,NMFS_AREA > 519,43,3808
2010,B season,NMFS_AREA > 519,44,3039
2010,B season,NMFS_AREA > 519,45,2368
2010,B season,NMFS_AREA > 519,46,1700
2010,B season,NMFS_AREA > 519,47,1326
2010,B season,NMFS_AREA > 519,48,966
2010,B season,NMFS_AREA > 519,49,700
2010,B season,NMFS_AREA > 519,50,601
2010,B season,NMFS_AREA > 519,51,480
2010,B season,NMFS_AREA > 519,52,433
2010,B season,NMFS_AREA > 519,53,425
2010,B season,NMFS_AREA > 519,54,361
2010,B season,NMFS_AREA > 519,55,339
2010,B season,NMFS_AREA > 519,56,279
2010,B season,NMFS_AREA > 519,57,242
2010,B season,NMFS_AREA > 519,58,190
2010,B season,NMFS_AREA > 519,59,143
2010,B season,NMFS_AREA > 519,60,99
2010,B season,NMFS_AREA > 519,61,83
2010,B season,NMFS_AREA > 519,62,67
2010,B season,NMFS_AREA > 519,63,52
2010,B season,NMFS_AREA > 519,64,31
2010,B season,NMFS_AREA > 519,65,79
2011,A season,NMFS_AREA < 520,21,1
2011,A season,NMFS_AREA < 520,22,1
2011,A season,NMFS_AREA < 520,23,3
2011,A season,NMFS_AREA < 520,24,1
2011,A season,NMFS_AREA < 520,25,4
2011,A season,NMFS_AREA < 520,26,10
2011,A season,NMFS_AREA < 520,27,12
2011,A season,NMFS_AREA < 520,28,22
2011,A season,NMFS_AREA < 520,29,25
2011,A season,NMFS_AREA < 520,30,18
2011,A season,NMFS_AREA < 520,31,16
2011,A season,NMFS_AREA < 520,32,38
2011,A season,NMFS_AREA < 520,33,51
2011,A season,NMFS_AREA < 520,34,88
2011,A season,NMFS_AREA < 520,35,147
2011,A season,NMFS_AREA < 520,36,260
2011,A season,NMFS_AREA < 520,37,506
2011,A season,NMFS_AREA < 520,38,919
2011,A season,NMFS_AREA < 520,39,1550
2011,A season,NMFS_AREA < 520,40,2368
2011,A season,NMFS_AREA < 520,41,3453
2011,A season,NMFS_AREA < 520,42,4377
2011,A season,NMFS_AREA < 520,43,5272
2011,A season,NMFS_AREA < 520,44,5597
2011,A season,NMFS_AREA < 520,45,5670
2011,A season,NMFS_AREA < 520,46,5495
2011,A season,NMFS_AREA < 520,47,4943
2011,A season,NMFS_AREA < 520,48,4318
2011,A season,NMFS_AREA < 520,49,3648
2011,A season,NMFS_AREA < 520,50,3129
2011,A season,NMFS_AREA < 520,51,2649
2011,A season,NMFS_AREA < 520,52,2332
2011,A season,NMFS_AREA < 520,53,2037
2011,A season,NMFS_AREA < 520,54,1823
2011,A season,NMFS_AREA < 520,55,1734
2011,A season,NMFS_AREA < 520,56,1651
2011,A season,NMFS_AREA < 520,57,1440
2011,A season,NMFS_AREA < 520,58,1350
2011,A season,NMFS_AREA < 520,59,1237
2011,A season,NMFS_AREA < 520,60,1166
2011,A season,NMFS_AREA < 520,61,975
2011,A season,NMFS_AREA < 520,62,854
2011,A season,NMFS_AREA < 520,63,672
2011,A season,NMFS_AREA < 520,64,597
2011,A season,NMFS_AREA < 520,65,2180
2011,A season,NMFS_AREA > 519,21,2
2011,A season,NMFS_AREA > 519,22,1
2011,A season,NMFS_AREA > 519,23,9
2011,A season,NMFS_AREA > 519,24,11
2011,A season,NMFS_AREA > 519,25,17
2011,A season,NMFS_AREA > 519,26,19
2011,A season,NMFS_AREA > 519,27,24
2011,A season,NMFS_AREA > 519,28,45
2011,A season,NMFS_AREA > 519,29,69
2011,A season,NMFS_AREA > 519,30,121
2011,A season,NMFS_AREA > 519,31,193
2011,A season,NMFS_AREA > 519,32,262
2011,A season,NMFS_AREA > 519,33,266
2011,A season,NMFS_AREA > 519,34,328
2011,A season,NMFS_AREA > 519,35,392
2011,A season,NMFS_AREA > 519,36,490
2011,A season,NMFS_AREA > 519,37,704
2011,A season,NMFS_AREA > 519,38,920
2011,A season,NMFS_AREA > 519,39,1172
2011,A season,NMFS_AREA > 519,40,1438
2011,A season,NMFS_AREA > 519,41,1607
2011,A season,NMFS_AREA > 519,42,1679
2011,A season,NMFS_AREA > 519,43,1636
2011,A season,NMFS_AREA > 519,44,1378
2011,A season,NMFS_AREA > 519,45,1168
2011,A season,NMFS_AREA > 519,46,949
2011,A season,NMFS_AREA > 519,47,741
2011,A season,NMFS_AREA > 519,48,579
2011,A season,NMFS_AREA > 519,49,439
2011,A season,NMFS_AREA > 519,50,342
2011,A season,NMFS_AREA > 519,51,287
2011,A season,NMFS_AREA > 519,52,263
2011,A season,NMFS_AREA > 519,53,269
2011,A season,NMFS_AREA > 519,54,272
2011,A season,NMFS_AREA > 519,55,259
2011,A season,NMFS_AREA > 519,56,253
2011,A season,NMFS_AREA > 519,57,226
2011,A season,NMFS_AREA > 519,58,199
2011,A season,NMFS_AREA > 519,59,131
2011,A season,NMFS_AREA > 519,60,151
2011,A season,NMFS_AREA > 519,61,120
2011,A season,NMFS_AREA > 519,62,103
2011,A season,NMFS_AREA > 519,63,84
2011,A season,NMFS_AREA > 519,64,68
2011,A season,NMFS_AREA > 519,65,284
2011,B season,NMFS_AREA < 520,20,4
2011,B season,NMFS_AREA < 520,21,8
2011,B season,NMFS_AREA < 520,22,4
2011,B season,NMFS_AREA < 520,23,4
2011,B season,NMFS_AREA < 520,24,4
2011,B season,NMFS_AREA < 520,25,4
2011,B season,NMFS_AREA < 520,26,2
2011,B season,NMFS_AREA < 520,27,4
2011,B season,NMFS_AREA < 520,28,3
2011,B season,NMFS_AREA < 520,29,6
2011,B season,NMFS_AREA < 520,30,19
2011,B season,NMFS_AREA < 520,31,26
2011,B season,NMFS_AREA < 520,32,52
2011,B season,NMFS_AREA < 520,33,90
2011,B season,NMFS_AREA < 520,34,106
2011,B season,NMFS_AREA < 520,35,120
2011,B season,NMFS_AREA < 520,36,138
2011,B season,NMFS_AREA < 520,37,134
2011,B season,NMFS_AREA < 520,38,184
2011,B season,NMFS_AREA < 520,39,318
2011,B season,NMFS_AREA < 520,40,615
2011,B season,NMFS_AREA < 520,41,1236
2011,B season,NMFS_AREA < 520,42,2274
2011,B season,NMFS_AREA < 520,43,3478
2011,B season,NMFS_AREA < 520,44,5116
2011,B season,NMFS_AREA < 520,45,6540
2011,B season,NMFS_AREA < 520,46,7345
2011,B season,NMFS_AREA < 520,47,7371
2011,B season,NMFS_AREA < 520,48,6938
2011,B season,NMFS_AREA < 520,49,6226
2011,B season,NMFS_AREA < 520,50,5184
2011,B season,NMFS_AREA < 520,51,4117
2011,B season,NMFS_AREA < 520,52,3167
2011,B season,NMFS_AREA < 520,53,2518
2011,B season,NMFS_AREA < 520,54,2029
2011,B season,NMFS_AREA < 520,55,1556
2011,B season,NMFS_AREA < 520,56,1329
2011,B season,NMFS_AREA < 520,57,1233
2011,B season,NMFS_AREA < 520,58,1181
2011,B season,NMFS_AREA < 520,59,1128
2011,B season,NMFS_AREA < 520,60,1052
2011,B season,NMFS_AREA < 520,61,1000
2011,B season,NMFS_AREA < 520,62,898
2011,B season,NMFS_AREA < 520,63,805
2011,B season,NMFS_AREA < 520,64,717
2011,B season,NMFS_AREA < 520,65,2140
2011,B season,NMFS_AREA > 519,20,25
2011,B season,NMFS_AREA > 519,21,17
2011,B season,NMFS_AREA > 519,22,28
2011,B season,NMFS_AREA > 519,23,76
2011,B season,NMFS_AREA > 519,24,147
2011,B season,NMFS_AREA > 519,25,224
2011,B season,NMFS_AREA > 519,26,300
2011,B season,NMFS_AREA > 519,27,376
2011,B season,NMFS_AREA > 519,28,496
2011,B season,NMFS_AREA > 519,29,704
2011,B season,NMFS_AREA > 519,30,1126
2011,B season,NMFS_AREA > 519,31,1694
2011,B season,NMFS_AREA > 519,32,2273
2011,B season,NMFS_AREA > 519,33,2709
2011,B season,NMFS_AREA > 519,34,2947
2011,B season,NMFS_AREA > 519,35,2862
2011,B season,NMFS_AREA > 519,36,2372
2011,B season,NMFS_AREA > 519,37,1944
2011,B season,NMFS_AREA > 519,38,1671
2011,B season,NMFS_AREA > 519,39,1710
2011,B season,NMFS_AREA > 519,40,2121
2011,B season,NMFS_AREA > 519,41,2848
2011,B season,NMFS_AREA > 519,42,3639
2011,B season,NMFS_AREA > 519,43,4227
2011,B season,NMFS_AREA > 519,44,4454
2011,B season,NMFS_AREA > 519,45,4377
2011,B season,NMFS_AREA > 519,46,3827
2011,B season,NMFS_AREA > 519,47,3136
2011,B season,NMFS_AREA > 519,48,2438
2011,B season,NMFS_AREA > 519,49,1924
2011,B season,NMFS_AREA > 519,50,1484
2011,B season,NMFS_AREA > 519,51,1177
2011,B season,NMFS_AREA > 519,52,862
2011,B season,NMFS_AREA > 519,53,660
2011,B season,NMFS_AREA > 519,54,570
2011,B season,NMFS_AREA > 519,55,509
2011,B season,NMFS_AREA > 519,56,431
2011,B season,NMFS_AREA > 519,57,373
2011,B season,NMFS_AREA > 519,58,316
2011,B season,NMFS_AREA > 519,59,263
2011,B season,NMFS_AREA > 519,60,208
2011,B season,NMFS_AREA > 519,61,148
2011,B season,NMFS_AREA > 519,62,135
2011,B season,NMFS_AREA > 519,63,79
2011,B season,NMFS_AREA > 519,64,64
2011,B season,NMFS_AREA > 519,65,136
2012,A season,NMFS_AREA < 520,23,3
2012,A season,NMFS_AREA < 520,24,10
2012,A season,NMFS_AREA < 520,25,29
2012,A season,NMFS_AREA < 520,26,43
2012,A season,NMFS_AREA < 520,27,47
2012,A season,NMFS_AREA < 520,28,77
2012,A season,NMFS_AREA < 520,29,88
2012,A season,NMFS_AREA < 520,30,102
2012,A season,NMFS_AREA < 520,31,91
2012,A season,NMFS_AREA < 520,32,89
2012,A season,NMFS_AREA < 520,33,128
2012,A season,NMFS_AREA < 520,34,226
2012,A season,NMFS_AREA < 520,35,507
2012,A season,NMFS_AREA < 520,36,915
2012,A season,NMFS_AREA < 520,37,1376
2012,A season,NMFS_AREA < 520,38,1646
2012,A season,NMFS_AREA < 520,39,1835
2012,A season,NMFS_AREA < 520,40,1920
2012,A season,NMFS_AREA < 520,41,1933
2012,A season,NMFS_AREA < 520,42,2129
2012,A season,NMFS_AREA < 520,43,2583
2012,A season,NMFS_AREA < 520,44,3207
2012,A season,NMFS_AREA < 520,45,3990
2012,A season,NMFS_AREA < 520,46,4764
2012,A season,NMFS_AREA < 520,47,5112
2012,A season,NMFS_AREA < 520,48,5125
2012,A season,NMFS_AREA < 520,49,4847
2012,A season,NMFS_AREA < 520,50,4443
2012,A season,NMFS_AREA < 520,51,3803
2012,A season,NMFS_AREA < 520,52,3182
2012,A season,NMFS_AREA < 520,53,2650
2012,A season,NMFS_AREA < 520,54,2087
2012,A season,NMFS_AREA < 520,55,1668
2012,A season,NMFS_AREA < 520,56,1388
2012,A season,NMFS_AREA < 520,57,1182
2012,A season,NMFS_AREA < 520,58,1024
2012,A season,NMFS_AREA < 520,59,918
2012,A season,NMFS_AREA < 520,60,866
2012,A season,NMFS_AREA < 520,61,829
2012,A season,NMFS_AREA < 520,62,785
2012,A season,NMFS_AREA < 520,63,648
2012,A season,NMFS_AREA < 520,64,559
2012,A season,NMFS_AREA < 520,65,2428
2012,A season,NMFS_AREA > 519,20,2
2012,A season,NMFS_AREA > 519,22,7
2012,A season,NMFS_AREA > 519,23,11
2012,A season,NMFS_AREA > 519,24,14
2012,A season,NMFS_AREA > 519,25,21
2012,A season,NMFS_AREA > 519,26,27
2012,A season,NMFS_AREA > 519,27,34
2012,A season,NMFS_AREA > 519,28,32
2012,A season,NMFS_AREA > 519,29,73
2012,A season,NMFS_AREA > 519,30,111
2012,A season,NMFS_AREA > 519,31,145
2012,A season,NMFS_AREA > 519,32,198
2012,A season,NMFS_AREA > 519,33,378
2012,A season,NMFS_AREA > 519,34,685
2012,A season,NMFS_AREA > 519,35,1126
2012,A season,NMFS_AREA > 519,36,1488
2012,A season,NMFS_AREA > 519,37,1673
2012,A season,NMFS_AREA > 519,38,1686
2012,A season,NMFS_AREA > 519,39,1597
2012,A season,NMFS_AREA > 519,40,1372
2012,A season,NMFS_AREA > 519,41,1068
2012,A season,NMFS_AREA > 519,42,950
2012,A season,NMFS_AREA > 519,43,859
2012,A season,NMFS_AREA > 519,44,843
2012,A season,NMFS_AREA > 519,45,863
2012,A season,NMFS_AREA > 519,46,862
2012,A season,NMFS_AREA > 519,47,794
2012,A season,NMFS_AREA > 519,48,653
2012,A season,NMFS_AREA > 519,49,547
2012,A season,NMFS_AREA > 519,50,399
2012,A season,NMFS_AREA > 519,51,321
2012,A season,NMFS_AREA > 519,52,270
2012,A season,NMFS_AREA > 519,53,251
2012,A season,NMFS_AREA > 519,54,243
2012,A season,NMFS_AREA > 519,55,199
2012,A season,NMFS_AREA > 519,56,202
2012,A season,NMFS_AREA > 519,57,171
2012,A season,NMFS_AREA > 519,58,152
2012,A season,NMFS_AREA > 519,59,144
2012,A season,NMFS_AREA > 519,60,121
2012,A season,NMFS_AREA > 519,61,95
2012,A season,NMFS_AREA > 519,62,97
2012,A season,NMFS_AREA > 519,63,70
2012,A season,NMFS_AREA > 519,64,73
2012,A season,NMFS_AREA > 519,65,301
2012,B season,NMFS_AREA < 520,22,1
2012,B season,NMFS_AREA < 520,23,1
2012,B season,NMFS_AREA < 520,24,2
2012,B season,NMFS_AREA < 520,25,1
2012,B season,NMFS_AREA < 520,26,3
2012,B season,NMFS_AREA < 520,27,4
2012,B season,NMFS_AREA < 520,28,7
2012,B season,NMFS_AREA < 520,29,9
2012,B season,NMFS_AREA < 520,30,26
2012,B season,NMFS_AREA < 520,31,38
2012,B season,NMFS_AREA < 520,32,40
2012,B season,NMFS_AREA < 520,33,62
2012,B season,NMFS_AREA < 520,34,80
2012,B season,NMFS_AREA < 520,35,68
2012,B season,NMFS_AREA < 520,36,104
2012,B season,NMFS_AREA < 520,37,235
2012,B season,NMFS_AREA < 520,38,476
2012,B season,NMFS_AREA < 520,39,884
2012,B season,NMFS_AREA < 520,40,1311
2012,B season,NMFS_AREA < 520,41,1659
2012,B season,NMFS_AREA < 520,42,1887
2012,B season,NMFS_AREA < 520,43,2030
2012,B season,NMFS_AREA < 520,44,2177
2012,B season,NMFS_AREA < 520,45,2579
2012,B season,NMFS_AREA < 520,46,3063
2012,B season,NMFS_AREA < 520,47,3617
2012,B season,NMFS_AREA < 520,48,4049
2012,B season,NMFS_AREA < 520,49,4326
2012,B season,NMFS_AREA < 520,50,4359
2012,B season,NMFS_AREA < 520,51,4046
2012,B season,NMFS_AREA < 520,52,3709
2012,B season,NMFS_AREA < 520,53,3149
2012,B season,NMFS_AREA < 520,54,2506
2012,B season,NMFS_AREA < 520,55,2021
2012,B season,NMFS_AREA < 520,56,1526
2012,B season,NMFS_AREA < 520,57,1172
2012,B season,NMFS_AREA < 520,58,869
2012,B season,NMFS_AREA < 520,59,748
2012,B season,NMFS_AREA < 520,60,565
2012,B season,NMFS_AREA < 520,61,506
2012,B season,NMFS_AREA < 520,62,398
2012,B season,NMFS_AREA < 520,63,369
2012,B season,NMFS_AREA < 520,64,337
2012,B season,NMFS_AREA < 520,65,1035
2012,B season,NMFS_AREA > 519,20,16
2012,B season,NMFS_AREA > 519,21,37
2012,B season,NMFS_AREA > 519,22,80
2012,B season,NMFS_AREA > 519,23,148
2012,B season,NMFS_AREA > 519,24,237
2012,B season,NMFS_AREA > 519,25,277
2012,B season,NMFS_AREA > 519,26,312
2012,B season,NMFS_AREA > 519,27,371
2012,B season,NMFS_AREA > 519,28,379
2012,B season,NMFS_AREA > 519,29,505
2012,B season,NMFS_AREA > 519,30,720
2012,B season,NMFS_AREA > 519,31,940
2012,B season,NMFS_AREA > 519,32,1163
2012,B season,NMFS_AREA > 519,33,1493
2012,B season,NMFS_AREA > 519,34,2026
2012,B season,NMFS_AREA > 519,35,2903
2012,B season,NMFS_AREA > 519,36,4149
2012,B season,NMFS_AREA > 519,37,5309
2012,B season,NMFS_AREA > 519,38,6010
2012,B season,NMFS_AREA > 519,39,6076
2012,B season,NMFS_AREA > 519,40,5686
2012,B season,NMFS_AREA > 519,41,4614
2012,B season,NMFS_AREA > 519,42,3382
2012,B season,NMFS_AREA > 519,43,2388
2012,B season,NMFS_AREA > 519,44,1896
2012,B season,NMFS_AREA > 519,45,1673
2012,B season,NMFS_AREA > 519,46,1600
2012,B season,NMFS_AREA > 519,47,1513
2012,B season,NMFS_AREA > 519,48,1339
2012,B season,NMFS_AREA > 519,49,1043
2012,B season,NMFS_AREA > 519,50,824
2012,B season,NMFS_AREA > 519,51,624
2012,B season,NMFS_AREA > 519,52,422
2012,B season,NMFS_AREA > 519,53,331
2012,B season,NMFS_AREA > 519,54,222
2012,B season,NMFS_AREA > 519,55,175
2012,B season,NMFS_AREA > 519,56,132
2012,B season,NMFS_AREA > 519,57,105
2012,B season,NMFS_AREA > 519,58,85
2012,B season,NMFS_AREA > 519,59,74
2012,B season,NMFS_AREA > 519,60,49
2012,B season,NMFS_AREA > 519,61,39
2012,B season,NMFS_AREA > 519,62,37
2012,B season,NMFS_AREA > 519,63,18
2012,B season,NMFS_AREA > 519,64,17
2012,B season,NMFS_AREA > 519,65,49
2013,A season,NMFS_AREA < 520,21,1
2013,A season,NMFS_AREA < 520,22,2
2013,A season,NMFS_AREA < 520,24,7
2013,A season,NMFS_AREA < 520,25,10
2013,A season,NMFS_AREA < 520,26,15
2013,A season,NMFS_AREA < 520,27,21
2013,A season,NMFS_AREA < 520,28,34
2013,A season,NMFS_AREA < 520,29,36
2013,A season,NMFS_AREA < 520,30,33
2013,A season,NMFS_AREA < 520,31,21
2013,A season,NMFS_AREA < 520,32,32
2013,A season,NMFS_AREA < 520,33,41
2013,A season,NMFS_AREA < 520,34,53
2013,A season,NMFS_AREA < 520,35,99
2013,A season,NMFS_AREA < 520,36,346
2013,A season,NMFS_AREA < 520,37,751
2013,A season,NMFS_AREA < 520,38,1695
2013,A season,NMFS_AREA < 520,39,2942
2013,A season,NMFS_AREA < 520,40,4027
2013,A season,NMFS_AREA < 520,41,4760
2013,A season,NMFS_AREA < 520,42,4985
2013,A season,NMFS_AREA < 520,43,4739
2013,A season,NMFS_AREA < 520,44,4188
2013,A season,NMFS_AREA < 520,45,3513
2013,A season,NMFS_AREA < 520,46,2956
2013,A season,NMFS_AREA < 520,47,2716
2013,A season,NMFS_AREA < 520,48,2549
2013,A season,NMFS_AREA < 520,49,2573
2013,A season,NMFS_AREA < 520,50,2610
2013,A season,NMFS_AREA < 520,51,2780
2013,A season,NMFS_AREA < 520,52,2756
2013,A season,NMFS_AREA < 520,53,2696
2013,A season,NMFS_AREA < 520,54,2672
2013,A season,NMFS_AREA < 520,55,2425
2013,A season,NMFS_AREA < 520,56,2178
2013,A season,NMFS_AREA < 520,57,1901
2013,A season,NMFS_AREA < 520,58,1611
2013,A season,NMFS_AREA < 520,59,1369
2013,A season,NMFS_AREA < 520,60,1153
2013,A season,NMFS_AREA < 520,61,959
2013,A season,NMFS_AREA < 520,62,838
2013,A season,NMFS_AREA < 520,63,724
2013,A season,NMFS_AREA < 520,64,633
2013,A season,NMFS_AREA < 520,65,3033
2013,A season,NMFS_AREA > 519,21,1
2013,A season,NMFS_AREA > 519,23,2
2013,A season,NMFS_AREA > 519,24,3
2013,A season,NMFS_AREA > 519,25,1
2013,A season,NMFS_AREA > 519,26,5
2013,A season,NMFS_AREA > 519,27,5
2013,A season,NMFS_AREA > 519,28,7
2013,A season,NMFS_AREA > 519,29,8
2013,A season,NMFS_AREA > 519,30,15
2013,A season,NMFS_AREA > 519,31,29
2013,A season,NMFS_AREA > 519,32,76
2013,A season,NMFS_AREA > 519,33,110
2013,A season,NMFS_AREA > 519,34,215
2013,A season,NMFS_AREA > 519,35,316
2013,A season,NMFS_AREA > 519,36,534
2013,A season,NMFS_AREA > 519,37,865
2013,A season,NMFS_AREA > 519,38,1159
2013,A season,NMFS_AREA > 519,39,1498
2013,A season,NMFS_AREA > 519,40,1639
2013,A season,NMFS_AREA > 519,41,1641
2013,A season,NMFS_AREA > 519,42,1458
2013,A season,NMFS_AREA > 519,43,1196
2013,A season,NMFS_AREA > 519,44,929
2013,A season,NMFS_AREA > 519,45,749
2013,A season,NMFS_AREA > 519,46,547
2013,A season,NMFS_AREA > 519,47,434
2013,A season,NMFS_AREA > 519,48,381
